3.588305890192240477e+05 7.557156993937585503e+05 5.527177116577625275e+05
3.989861693487502635e+05 6.957162288190014660e+05 5.725616018865704536e+05
4.048552381594013423e+05 7.067359804362542927e+05 5.556727814735174179e+05
5.230776062498725951e+05 6.184776655433047563e+05 5.257087282469272614e+05
4.005340225591324270e+05 6.859571084957942367e+05 5.807728690146803856e+05
4.939854140323884785e+05 6.583447129036895931e+05 5.149338731278181076e+05
4.434581652079280466e+05 6.634567338597122580e+05 5.603491009918451309e+05
4.230243022464159876e+05 6.880503059790078551e+05 5.561893918334841728e+05
5.300132236586567014e+05 6.374636137729678303e+05 4.997871626346707344e+05
4.444221409910377115e+05 6.793424007758349180e+05 5.434994583042263985e+05
4.098569600084684789e+05 6.666725247675292194e+05 5.907345152953863144e+05
4.525684285944569856e+05 7.042554860797170550e+05 5.104400853886008263e+05
3.838911378500647843e+05 7.242369455843325704e+05 5.591359166387319565e+05
5.011229230137802660e+05 6.299484268303457648e+05 5.361926501991748810e+05
4.245442921768017113e+05 6.953899549560397863e+05 5.416317529324889183e+05
5.209023145080786198e+05 6.086355640942957252e+05 5.377261214440464973e+05
3.871268094402346760e+05 6.763576854273024946e+05 6.037795051831603050e+05
5.330411247987765819e+05 6.134505562372319400e+05 5.207723190222382545e+05
4.234632118854206055e+05 6.707203519539702684e+05 5.730804362266063690e+05
3.372758188663665205e+05 7.398199163782373071e+05 5.901682648141980171e+05
3.772273371109180152e+05 7.072560228878203779e+05 5.827806400754451752e+05
4.287566901311967522e+05 6.700689511007964611e+05 5.684383588286638260e+05
3.750051245963238180e+05 7.154308420632742345e+05 5.768280334122776985e+05
4.366888642003908753e+05 6.594326171629242599e+05 5.711425186964869499e+05
4.482252471605651081e+05 6.648580326688159257e+05 5.541807202298045158e+05
3.941498343563433737e+05 6.997319574456736445e+05 5.733822082707881927e+05
3.923282292067091912e+05 6.823619018858410418e+05 5.925738689808845520e+05
5.635998934252746403e+05 5.912942588355056942e+05 5.123698477973937988e+05
4.334248296771720052e+05 6.555629735803324729e+05 5.782761968123316765e+05
3.696369257232565433e+05 6.877812768617570400e+05 6.098457974894046783e+05
5.588418416473306715e+05 5.893825914108846337e+05 5.190395669806003571e+05
5.154078673765696585e+05 6.151019717649538070e+05 5.367541609115600586e+05
5.635039682880695909e+05 6.098907822358440608e+05 4.938692495189309120e+05
4.474786558898966759e+05 6.418235637142620981e+05 5.779617804511189461e+05
