2.597686739346943796e+04 7.557156993937585503e+05 5.527177116577625275e+05
2.078122709788009524e+04 6.957162288190014660e+05 5.725616018865704536e+05
2.988299765722267330e+04 7.067359804362542927e+05 5.556727814735174179e+05
5.650042767921276391e+04 6.184776655433047563e+05 5.257087282469272614e+05
2.467385695511475205e+04 6.859571084957942367e+05 5.807728690146803856e+05
4.978342812128178775e+04 6.583447129036895931e+05 5.149338731278181076e+05
6.497971849356032908e+04 6.634567338597122580e+05 5.603491009918451309e+05
3.052186744813248515e+04 6.880503059790078551e+05 5.561893918334841728e+05
8.859532837905548513e+04 6.374636137729678303e+05 4.997871626346707344e+05
3.369289760247990489e+04 6.793424007758349180e+05 5.434994583042263985e+05
3.197814821633882821e+04 6.666725247675292194e+05 5.907345152953863144e+05
5.163290805056504905e+04 7.042554860797170550e+05 5.104400853886008263e+05
2.783374765601195395e+04 7.242369455843325704e+05 5.591359166387319565e+05
6.218630778564512730e+04 6.299484268303457648e+05 5.361926501991748810e+05
3.218871755377016962e+04 6.953899549560397863e+05 5.416317529324889183e+05
5.290138753388077021e+04 6.086355640942957252e+05 5.377261214440464973e+05
5.093293812628835440e+04 6.763576854273024946e+05 6.037795051831603050e+05
7.709715846323780715e+04 6.134505562372319400e+05 5.207723190222382545e+05
3.053676753282360733e+04 6.707203519539702684e+05 5.730804362266063690e+05
2.320519807283021510e+04 7.398199163782373071e+05 5.901682648141980171e+05
2.547685829382762313e+04 7.072560228878203779e+05 5.827806400754451752e+05
3.218679727084003389e+04 6.700689511007964611e+05 5.684383588286638260e+05
2.771914820932596922e+04 7.154308420632742345e+05 5.768280334122776985e+05
3.934035772818140686e+04 6.594326171629242599e+05 5.711425186964869499e+05
2.943461719184741378e+04 6.648580326688159257e+05 5.541807202298045158e+05
2.302603750833123922e+04 6.997319574456736445e+05 5.733822082707881927e+05
2.243495804710872471e+04 6.823619018858410418e+05 5.925738689808845520e+05
7.773654810095764697e+04 5.912942588355056942e+05 5.123698477973937988e+05
3.812417772894911468e+04 6.555629735803324729e+05 5.782761968123316765e+05
2.592355802520737052e+04 6.877812768617570400e+05 6.098457974894046783e+05
7.337989734493568540e+04 5.893825914108846337e+05 5.190395669806003571e+05
6.349989752188883722e+04 6.151019717649538070e+05 5.367541609115600586e+05
7.548973773971945047e+04 6.098907822358440608e+05 4.938692495189309120e+05
3.445357794049009681e+04 6.418235637142620981e+05 5.779617804511189461e+05
2.087496774579957128e+04 7.153227708228565753e+05 5.851451620670557022e+05
1.793609749711491168e+04 7.196395077477004379e+05 5.664361231337189674e+05
5.857724764649942517e+04 6.468068056200947613e+05 4.911736534479856491e+05
3.262437742851860821e+04 6.836860000087115914e+05 5.462607349657416344e+05
2.768681727240607142e+04 7.142822061273511499e+05 5.776821820353269577e+05
3.712325807595811784e+04 6.699897279938776046e+05 5.772153069878220558e+05
5.468906790062412620e+04 6.651363570382371545e+05 5.322160482193231583e+05
2.673310806581564248e+04 7.063765222964715213e+05 5.665450107619166374e+05
1.818494699176214635e+04 6.231968460042681545e+05 6.005052049603462219e+05
2.109394745040126145e+04 7.202415980606228113e+05 5.722458620772361755e+05
1.545035792533867061e+04 7.287085357635188848e+05 5.928138029056787491e+05
2.315651790253631771e+04 6.921337845768760890e+05 5.946640073455572128e+05
2.739907719581946731e+04 7.099526485468726605e+05 5.501323446292281151e+05
2.347216692695394158e+04 6.842064233362842351e+05 5.719629493484497070e+05
4.728174803429096937e+04 6.758022440972235054e+05 5.358825270174145699e+05
2.229665784394927323e+04 7.108258974593710154e+05 5.615162302238941193e+05
3.834594790982455015e+04 6.426533064503762871e+05 5.722650437579154968e+05
5.553531756031699479e+04 6.011822092235591263e+05 5.152332101154327393e+05
3.321122820391692221e+04 6.988458266411516815e+05 5.676293300703763962e+05
3.147155786173418164e+04 6.723613830318506807e+05 5.801439108996391296e+05
6.259726806661114097e+04 6.093156251355558634e+05 5.444222803839445114e+05
5.269447773277573287e+04 6.690717582580577582e+05 5.060959263932704926e+05
1.947695780931040645e+04 7.412622241719476879e+05 5.712256267362833023e+05
2.546882794330269098e+04 7.215224291902966797e+05 5.713710121315717697e+05
6.206168778044916689e+04 6.210162762863412499e+05 5.086977943141460419e+05
3.110859771435335279e+04 6.874341832705121487e+05 5.480358616934418678e+05
5.557515797487087548e+04 6.546792532630711794e+05 5.664055691994428635e+05
2.319698729602247477e+04 6.594594930034875870e+05 5.959680758910775185e+05
3.060675799864344299e+04 6.630653877619393170e+05 6.010442437332272530e+05
6.355148818792589009e+04 6.648759324497282505e+05 4.972537262055277824e+05
5.983107792139612138e+04 6.447462747658137232e+05 5.090317336318492889e+05
5.727884815292432904e+04 6.917114972472693771e+05 5.313966079532504082e+05
2.347564781524613500e+04 6.831814440379831940e+05 5.570199110814929008e+05
2.081405710041895509e+04 6.686933370773289353e+05 5.816434202432632446e+05
6.883025789017789066e+04 6.322312940433453768e+05 5.249263982099890709e+05
2.487431765522062778e+04 6.785466714555956423e+05 5.915586577798724174e+05
2.802170800980180502e+04 7.038761556170471013e+05 5.922746017159223557e+05
6.092653718541562557e+04 5.506097149432227015e+05 5.716648868271708488e+05
5.463154815740324557e+04 6.465627234388701618e+05 5.892165953131914139e+05
2.881296819720044732e+04 6.923601448749676347e+05 5.763924594433307648e+05
2.639941754032671452e+04 6.714728640153631568e+05 5.672790190305113792e+05
4.720102845883183181e+04 6.492997663401812315e+05 5.767158551537990570e+05
3.176240737114474177e+04 6.872899372334629297e+05 5.787863129111528397e+05
5.646544740395061672e+04 5.957016124602779746e+05 5.012623184832930565e+05
5.125117766083776951e+04 6.216320136125851423e+05 5.547200423406958580e+05
6.301777791232243180e+04 6.433387185915969312e+05 5.425322318779826164e+05
3.622639801972918212e+04 6.921473811026141047e+05 5.546363119897842407e+05
